,var_name,var_label,timepoint,subject,n_observed,data_source,gr_section,gr_qnumber,reporter,var_comp,questionnaire,questionnaire_ref,constructs,var_type,orig_file,n_total,n_missing,descriptives
71,E0502819,Difficulty in catching your breath_past week?,2 m,,4932,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4965,"{'Not at all': 4721, 'A little': 159, 'Some': 31, 'Quite a bit': 13, 'Very much': 8}"
72,E0502919,Feeling very hot and then very cold_past week?,2 m,,4942,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4955,"{'Not at all': 4018, 'A little': 669, 'Some': 152, 'Quite a bit': 55, 'Very much': 48}"
73,E0503019,Needing to avoid certain places or things_past week?,2 m,,4936,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4961,"{'Not at all': 4616, 'A little': 214, 'Some': 46, 'Quite a bit': 33, 'Very much': 27}"
74,E0503119,A feeling of emptiness_past week?,2 m,,4923,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4974,"{'Not at all': 4203, 'A little': 535, 'Some': 100, 'Quite a bit': 41, 'Very much': 44}"
75,E0503219,Numbness or tingling feeling somewhere in the body_past week?,2 m,,4934,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4963,"{'Not at all': 4422, 'A little': 345, 'Some': 81, 'Quite a bit': 43, 'Very much': 43}"
76,E0503319,Feeling that you need to be punished for your sins_past week?,2 m,,4934,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4963,"{'Not at all': 4678, 'A little': 190, 'Some': 29, 'Quite a bit': 20, 'Very much': 17}"
77,E0503419,Ffeeling of desperation about the future_past week?,2 m,,4917,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4980,"{'Not at all': 3982, 'A little': 728, 'Some': 106, 'Quite a bit': 54, 'Very much': 47}"
78,E0503519,Difficulty in concentrating_past week?,2 m,,4926,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4971,"{'Not at all': 2859, 'A little': 1503, 'Some': 387, 'Quite a bit': 104, 'Very much': 73}"
79,E0503619,Feeling physically weak_past week?,2 m,,4921,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4976,"{'Not at all': 2908, 'A little': 1448, 'Some': 350, 'Quite a bit': 118, 'Very much': 97}"
80,E0503719,Feeling tense_past week?,2 m,,4934,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4963,"{'Not at all': 3026, 'A little': 1470, 'Some': 266, 'Quite a bit': 96, 'Very much': 76}"
81,E0503819,Thinking about death or dying_past week?,2 m,,4924,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4973,"{'Not at all': 4240, 'A little': 503, 'Some': 95, 'Quite a bit': 44, 'Very much': 42}"
82,E0503919,"An urge to hit, injure or cause pain to others_past week?",2 m,,4926,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4971,"{'Not at all': 4694, 'A little': 181, 'Some': 26, 'Quite a bit': 16, 'Very much': 9}"
83,E0504019,An urge to damage or break things_past week?,2 m,,4918,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4979,"{'Not at all': 4608, 'A little': 243, 'Some': 38, 'Quite a bit': 16, 'Very much': 13}"
84,E0504119,Feeling painfully aware of your presence with others_past week?,2 m,,4884,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,5013,"{'Not at all': 4531, 'A little': 277, 'Some': 44, 'Quite a bit': 13, 'Very much': 19}"
85,E0504219,Feeling uncomfortable in crowds_past week?,2 m,,4930,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4967,"{'Not at all': 4546, 'A little': 284, 'Some': 64, 'Quite a bit': 17, 'Very much': 19}"
86,E0504319,Never feeling like you have a close relationship_past week?,2 m,,4910,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4987,"{'Not at all': 4593, 'A little': 231, 'Some': 46, 'Quite a bit': 22, 'Very much': 18}"
87,E0504419,Anxiety or panic attacks_past week?,2 m,,4921,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4976,"{'Not at all': 4609, 'A little': 226, 'Some': 41, 'Quite a bit': 24, 'Very much': 21}"
88,E0504519,Often getting involved in arguments_past week?,2 m,,4928,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4969,"{'Not at all': 4225, 'A little': 552, 'Some': 85, 'Quite a bit': 40, 'Very much': 26}"
89,E0504619,Feeling nervous when you are alone_past week?,2 m,,4929,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4968,"{'Not at all': 4431, 'A little': 366, 'Some': 75, 'Quite a bit': 30, 'Very much': 27}"
90,E0504719,Feeling that others underestimate your true worth_past week?,2 m,,4914,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4983,"{'Not at all': 4011, 'A little': 668, 'Some': 130, 'Quite a bit': 57, 'Very much': 48}"
91,E0504819,Feeling so restless that you cannot sit still_past week?,2 m,,4908,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4989,"{'Not at all': 4114, 'A little': 588, 'Some': 130, 'Quite a bit': 45, 'Very much': 31}"
92,E0504919,Feeling worthless_past week?,2 m,,4922,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4975,"{'Not at all': 4363, 'A little': 407, 'Some': 65, 'Quite a bit': 46, 'Very much': 41}"
93,E0505019,Feeling that people will exploit you if you let them_past week?,2 m,,4920,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4977,"{'Not at all': 4309, 'A little': 411, 'Some': 96, 'Quite a bit': 43, 'Very much': 61}"
94,E0505119,Feelings of guilt_past week?,2 m,,4921,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4976,"{'Not at all': 4010, 'A little': 718, 'Some': 99, 'Quite a bit': 52, 'Very much': 42}"
95,E0505219,Feeling that you are psychologically not alright_past week?,2 m,,4922,GR1019,E,,mother,item,,,,factor,20090326_GR1019-BSI E5,9897,4975,"{'Not at all': 4483, 'A little': 312, 'Some': 52, 'Quite a bit': 35, 'Very much': 40}"
96,BSIM2_1,nervousness or shaking inside_past week mother 2 months 1019?,2 m,,4951,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4946,"{'not at all': 4135, 'a little bit': 647, 'moderately': 91, 'quite a bit': 59, 'extremely': 19}"
97,BSIM2_2,dizziness_past week mother 2 months 1019?,2 m,,4954,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4943,"{'not at all': 3467, 'a little bit': 1183, 'moderately': 182, 'quite a bit': 81, 'extremely': 41}"
98,BSIM2_3,the idea that someone else controls your thoughts_past week mother 2 months 1019?,2 m,,4926,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4971,"{'not at all': 4689, 'a little bit': 168, 'moderately': 37, 'quite a bit': 20, 'extremely': 12}"
99,BSIM2_4,feeling that others are the cause of your problems_past week mother 2 months 1019?,2 m,,4796,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,5101,"{'not at all': 4159, 'a little bit': 480, 'moderately': 81, 'quite a bit': 34, 'extremely': 42}"
100,BSIM2_5,difficulty in remembering things_past week mother 2 months 1019?,2 m,,4939,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4958,"{'not at all': 1877, 'a little bit': 2034, 'moderately': 659, 'quite a bit': 235, 'extremely': 134}"
101,BSIM2_6,easily becoming bored or feeling irritable_past week mother 2 months 1019?,2 m,,4942,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4955,"{'not at all': 2433, 'a little bit': 1880, 'moderately': 381, 'quite a bit': 166, 'extremely': 82}"
102,BSIM2_7,pain in the chest or around the heart_past week mother 2 months 1019?,2 m,,4944,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4953,"{'not at all': 4477, 'a little bit': 343, 'moderately': 73, 'quite a bit': 33, 'extremely': 18}"
103,BSIM2_8,feeling anxious in open spaces or on the street_past week mother 2 months 1019?,2 m,,4940,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4957,"{'not at all': 4678, 'a little bit': 182, 'moderately': 36, 'quite a bit': 30, 'extremely': 14}"
104,BSIM2_9,feeling suicidal_past week mother 2 months 1019?,2 m,,4935,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4962,"{'not at all': 4820, 'a little bit': 82, 'moderately': 15, 'quite a bit': 10, 'extremely': 8}"
105,BSIM2_10,feeling that most people cannot be trusted_past week mother 2 months 1019?,2 m,,4943,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4954,"{'not at all': 4262, 'a little bit': 444, 'moderately': 121, 'quite a bit': 55, 'extremely': 61}"
106,BSIM2_11,having little appetite_past week mother 2 months 1019?,2 m,,4935,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4962,"{'not at all': 4074, 'a little bit': 592, 'moderately': 170, 'quite a bit': 55, 'extremely': 44}"
107,BSIM2_12,suddenly getting a fright or feeling anxious_past week mother 2 months 1019?,2 m,,4936,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4961,"{'not at all': 4422, 'a little bit': 404, 'moderately': 57, 'quite a bit': 32, 'extremely': 21}"
108,BSIM2_13,uncontrollable bursts of anger_past week mother 2 months 1019?,2 m,,4935,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4962,"{'not at all': 4033, 'a little bit': 686, 'moderately': 115, 'quite a bit': 54, 'extremely': 47}"
109,BSIM2_14,"feeling alone, even when with other people_past week mother 2 months 1019?",2 m,,4940,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4957,"{'not at all': 3880, 'a little bit': 762, 'moderately': 160, 'quite a bit': 63, 'extremely': 75}"
110,BSIM2_15,feeling impeded when doing all kinds of things_past week mother 2 months 1019?,2 m,,4918,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4979,"{'not at all': 3405, 'a little bit': 1099, 'moderately': 261, 'quite a bit': 90, 'extremely': 63}"
111,BSIM2_16,feeling lonely_past week mother 2 months 1019?,2 m,,4924,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4973,"{'not at all': 3683, 'a little bit': 937, 'moderately': 158, 'quite a bit': 69, 'extremely': 77}"
112,BSIM2_17,feeling down_past week mother 2 months 1019?,2 m,,4943,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4954,"{'not at all': 3969, 'a little bit': 727, 'moderately': 126, 'quite a bit': 63, 'extremely': 58}"
113,BSIM2_18,having no interest in anything anymore_past week mother 2 months 1019?,2 m,,4936,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4961,"{'not at all': 4242, 'a little bit': 529, 'moderately': 88, 'quite a bit': 42, 'extremely': 35}"
114,BSIM2_19,feeling afraid_past week mother 2 months 1019?,2 m,,4942,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4955,"{'not at all': 4332, 'a little bit': 470, 'moderately': 80, 'quite a bit': 31, 'extremely': 29}"
115,BSIM2_20,feeling easily offended_past week mother 2 months 1019?,2 m,,4931,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4966,"{'not at all': 3479, 'a little bit': 1079, 'moderately': 221, 'quite a bit': 76, 'extremely': 76}"
116,BSIM2_21,feeling that others are unfriendly or do not like you_past week mother 2 months 1019?,2 m,,4943,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4954,"{'not at all': 4185, 'a little bit': 596, 'moderately': 87, 'quite a bit': 42, 'extremely': 33}"
117,BSIM2_22,feeling inferior to others_past week mother 2 months 1019?,2 m,,4929,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4968,"{'not at all': 4119, 'a little bit': 639, 'moderately': 96, 'quite a bit': 40, 'extremely': 35}"
118,BSIM2_23,nausea or an upset stomach_past week mother 2 months 1019?,2 m,,4929,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4968,"{'not at all': 4214, 'a little bit': 543, 'moderately': 96, 'quite a bit': 48, 'extremely': 28}"
119,BSIM2_24,feeling that others are watching you_past week mother 2 months 1019?,2 m,,4924,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4973,"{'not at all': 4377, 'a little bit': 401, 'moderately': 80, 'quite a bit': 30, 'extremely': 36}"
120,BSIM2_25,difficulty in getting to sleep_past week mother 2 months 1019?,2 m,,4941,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4956,"{'not at all': 3808, 'a little bit': 849, 'moderately': 154, 'quite a bit': 65, 'extremely': 65}"
121,BSIM2_27,difficulty in making decisions_past week mother 2 months 1019?,2 m,,4940,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4957,"{'not at all': 3407, 'a little bit': 1165, 'moderately': 233, 'quite a bit': 67, 'extremely': 68}"
122,BSIM2_28,feeling afraid to travel_past week mother 2 months 1019?,2 m,,4939,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4958,"{'not at all': 4679, 'a little bit': 174, 'moderately': 43, 'quite a bit': 17, 'extremely': 26}"
123,BSIM2_29,difficulty in catching your breath_past week mother 2 months 1019?,2 m,,4932,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4965,"{'not at all': 4721, 'a little bit': 159, 'moderately': 31, 'quite a bit': 13, 'extremely': 8}"
124,BSIM2_30,feeling very hot and then very cold_past week mother 2 months 1019?,2 m,,4942,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4955,"{'not at all': 4018, 'a little bit': 669, 'moderately': 152, 'quite a bit': 55, 'extremely': 48}"
125,BSIM2_31,needing to avoid certain places or things_past week mother 2 months 1019?,2 m,,4936,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4961,"{'not at all': 4616, 'a little bit': 214, 'moderately': 46, 'quite a bit': 33, 'extremely': 27}"
126,BSIM2_32,a feeling of emptiness_past week mother 2 months 1019?,2 m,,4923,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4974,"{'not at all': 4203, 'a little bit': 535, 'moderately': 100, 'quite a bit': 41, 'extremely': 44}"
127,BSIM2_33,numbness or tingling feeling somewhere in the body_past week mother 2 months 1019?,2 m,,4934,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4963,"{'not at all': 4422, 'a little bit': 345, 'moderately': 81, 'quite a bit': 43, 'extremely': 43}"
128,BSIM2_34,feeling that you need to be punished for your sins_past week mother 2 months 1019?,2 m,,4934,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4963,"{'not at all': 4678, 'a little bit': 190, 'moderately': 29, 'quite a bit': 20, 'extremely': 17}"
129,BSIM2_35,feeling of desperation about the future_past week mother 2 months 1019?,2 m,,4917,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4980,"{'not at all': 3982, 'a little bit': 728, 'moderately': 106, 'quite a bit': 54, 'extremely': 47}"
130,BSIM2_36,difficulty in concentrating_past week mother 2 months 1019?,2 m,,4926,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4971,"{'not at all': 2859, 'a little bit': 1503, 'moderately': 387, 'quite a bit': 104, 'extremely': 73}"
131,BSIM2_37,feeling physically weak_past week mother 2 months 1019?,2 m,,4921,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4976,"{'not at all': 2908, 'a little bit': 1448, 'moderately': 350, 'quite a bit': 118, 'extremely': 97}"
132,BSIM2_38,feeling tense_past week mother 2 months 1019?,2 m,,4934,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4963,"{'not at all': 3026, 'a little bit': 1470, 'moderately': 266, 'quite a bit': 96, 'extremely': 76}"
133,BSIM2_39,thinking about death or dying_past week mother 2 months 1019?,2 m,,4924,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4973,"{'not at all': 4240, 'a little bit': 503, 'moderately': 95, 'quite a bit': 44, 'extremely': 42}"
134,BSIM2_40,"an urge to hit, injure or cause pain to others_past week mother 2 months 1019?",2 m,,4926,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4971,"{'not at all': 4694, 'a little bit': 181, 'moderately': 26, 'quite a bit': 16, 'extremely': 9}"
135,BSIM2_41,an urge to damage or break things_past week mother 2 months 1019?,2 m,,4918,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4979,"{'not at all': 4608, 'a little bit': 243, 'moderately': 38, 'quite a bit': 16, 'extremely': 13}"
136,BSIM2_42,feeling painfully aware of your presence with others_past week mother 2 months 1019?,2 m,,4884,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,5013,"{'not at all': 4531, 'a little bit': 277, 'moderately': 44, 'quite a bit': 13, 'extremely': 19}"
137,BSIM2_43,feeling uncomfortable in crowds_past week mother 2 months 1019?,2 m,,4930,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4967,"{'not at all': 4546, 'a little bit': 284, 'moderately': 64, 'quite a bit': 17, 'extremely': 19}"
138,BSIM2_44,never feeling like you have a close relationship_past week mother 2 months 1019?,2 m,,4910,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4987,"{'not at all': 4593, 'a little bit': 231, 'moderately': 46, 'quite a bit': 22, 'extremely': 18}"
139,BSIM2_45,anxiety or panic attacks_past week mother 2 months 1019?,2 m,,4921,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4976,"{'not at all': 4609, 'a little bit': 226, 'moderately': 41, 'quite a bit': 24, 'extremely': 21}"
140,BSIM2_46,often getting involved in arguments_past week mother 2 months 1019?,2 m,,4928,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4969,"{'not at all': 4225, 'a little bit': 552, 'moderately': 85, 'quite a bit': 40, 'extremely': 26}"
141,BSIM2_47,feeling nervous when you are alone_past week?,2 m,,4929,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4968,"{'not at all': 4431, 'a little bit': 366, 'moderately': 75, 'quite a bit': 30, 'extremely': 27}"
142,BSIM2_48,feeling that others underestimate your true worth_past week mother 2 months 1019?,2 m,,4914,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4983,"{'not at all': 4011, 'a little bit': 668, 'moderately': 130, 'quite a bit': 57, 'extremely': 48}"
143,BSIM2_49,feeling so restless that you cannot sit still_past week mother 2 months 1019?,2 m,,4908,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4989,"{'not at all': 4114, 'a little bit': 588, 'moderately': 130, 'quite a bit': 45, 'extremely': 31}"
144,BSIM2_50,feeling worthless_past week mother 2 months 1019?,2 m,,4922,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4975,"{'not at all': 4363, 'a little bit': 407, 'moderately': 65, 'quite a bit': 46, 'extremely': 41}"
145,BSIM2_51,feeling that people will exploit you if you let them_past week mother 2 months 1019?,2 m,,4920,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4977,"{'not at all': 4309, 'a little bit': 411, 'moderately': 96, 'quite a bit': 43, 'extremely': 61}"
146,BSIM2_52,feelings of guilt_past week mother 2 months 1019?,2 m,,4921,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4976,"{'not at all': 4010, 'a little bit': 718, 'moderately': 99, 'quite a bit': 52, 'extremely': 42}"
147,BSIM2_53,feeling that you are psychologically not alright_past week mother 2 months 1019?,2 m,,4922,GR1019,,,mother,,,,,factor,20090326_GR1019-BSI E5,9897,4975,"{'not at all': 4483, 'a little bit': 312, 'moderately': 52, 'quite a bit': 35, 'extremely': 40}"
148,D_M2_1,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
149,D_M2_2,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
150,D_M2_3,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
151,D_M2_4,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.66, '3rd Qu.': 1, 'Max.': 1}"
152,D_M2_5,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
153,D_M2_6,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
154,D_M2_7,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
155,D_M2_8,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
156,D_M2_9,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
157,D_M2_10,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
158,D_M2_11,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
159,D_M2_12,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
160,D_M2_13,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
161,D_M2_14,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
162,D_M2_15,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.67, '3rd Qu.': 1, 'Max.': 1}"
163,D_M2_16,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
164,D_M2_17,,2 m,,7295,GR1019,,,mother,,,,,numeric,20090326_GR1019-BSI E5,9897,2602,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.68, '3rd Qu.': 1, 'Max.': 1}"
